Ranking,Estreno,Pelicula,Presupuesto,TaquillaInternacional,TaquillaEEUU
2907,3/14/2008,Funny Games,"$16,575,000","$9,064,830","$1,431,587"
2908,2/6/2006,Banlieue 13,"$16,575,000","$12,823,113","$1,327,175"
2909,12/11/1999,Felicia's Journey,"$16,575,000","$2,178,033","$911,489"
2910,1/25/2002,Metropolis,"$16,575,000","$1,553,193","$744,648"
2911,10/16/2015,Nie yin niang,"$16,575,000","$7,553,034","$699,452"
2912,1/12/1995,Things to Do in Denver when You're Dead,"$16,575,000","$585,630","$585,805"
2913,4/26/2013,The Reluctant Fundamentalist,"$16,575,000","$584,486","$584,660"
2914,6/2/2004,The Return,"$16,575,000","$6,581,723","$554,827"
2915,7/25/2003,Buffalo Soldiers,"$16,575,000","$391,045","$391,162"
2916,4/25/2003,Steal (Canadian Release),"$16,575,000","$244,243","$244,315"
2917,8/27/2010,Centurion,"$16,575,000","$8,716,526","$136,641"
2918,10/23/2009,Ong-Bak 2,"$16,575,000","$8,382,683","$113,296"
2919,12/31/1996,Silent Trigger,"$16,575,000","$84,436","$84,462"
2920,1/8/2008,Midnight Meat Train,"$16,575,000","$1,757,937","$81,328"
2921,6/9/2013,Winnie Mandela,"$16,575,000","$68,369","$68,389"
2922,4/11/2011,The Son of No One,"$16,575,000","$1,269,696","$33,925"
2923,10/25/2002,All the Queen's Men,"$16,575,000","$25,119","$25,127"
2924,5/10/2007,The Good Night,"$16,575,000","$24,807","$24,815"
2925,6/12/2013,Khumba,"$16,575,000","$23,101,938",$0
2926,5/5/2015,A Few Best Men,"$16,575,000","$19,040,867",$0
2927,12/31/2015,Chiamatemi Francesco - Il papa della gente,"$16,575,000","$3,818,264",$0
2928,12/31/2008,Bathory,"$16,575,000","$3,799,170",$0
2929,12/31/2005,Dungeons & Dragons: Wrath of the Dragon God,"$16,575,000","$1,005,763",$0
2930,10/10/2014,Automata,"$16,575,000","$32,113",$0
2931,2/17/2017,In Dubious Battle,"$16,575,000","$5,408",$0
2932,1/9/2015,Broken Horses,"$16,575,000","$3,837",$0
2933,6/29/2001,Pandaemonium,"$16,575,000",$0,$0
2934,5/2/2010,Shinjuku Incident,"$16,575,000",$0,$0
2935,10/8/2018,Meg,"$16,575,000",$0,$0
2936,12/2/1993,Groundhog Day,"$16,133,000","$78,384,113","$78,407,513"
2937,1/7/2015,Magic Mike XXL,"$16,022,500","$136,754,623","$72,995,918"
2938,1/11/1996,Romeo+Juliet,"$16,022,500","$163,100,725","$51,240,439"
2939,7/22/2011,Elle s'appelait Sarah,"$16,022,500","$28,166,900","$8,505,328"
2940,5/6/2015,Freedom,"$16,022,500","$625,465",$0
2941,7/8/1992,Unforgiven,"$15,912,000","$175,940,600","$111,857,882"
2942,1/27/2006,Manderlay,"$15,691,000","$600,598","$82,054"
2943,3/23/1990,Pretty Woman,"$15,470,000","$478,268,379","$197,278,083"
2944,9/18/1987,Fatal Attraction,"$15,470,000","$353,854,545","$173,215,674"
2945,12/11/2008,Slumdog Millionaire,"$15,470,000","$425,067,264","$156,268,750"
2946,12/17/1974,Towering Inferno,"$15,470,000","$154,431,365","$128,270,480"
2947,5/25/1988,Crocodile Dundee 2,"$15,470,000","$264,872,685","$120,868,621"
2948,12/20/1989,Born on the Fourth of July,"$15,470,000","$77,383,377","$77,406,478"
2949,1/10/1993,Cool Runnings,"$15,470,000","$171,406,946","$76,139,879"
2950,12/1/2007,Stomp the Yard,"$15,470,000","$83,489,905","$67,846,482"
2951,1/16/2009,My Bloody Valentine,"$15,470,000","$113,680,058","$56,998,483"
2952,8/31/2012,The Possession,"$15,470,000","$91,669,512","$54,327,622"
2953,10/22/1982,First Blood,"$15,470,000","$138,416,605","$52,207,085"
2954,7/13/1977,The Spy Who Loved Me,"$15,470,000","$204,950,430","$51,750,504"
2955,9/25/1998,Urban Legend,"$15,470,000","$80,224,567","$42,148,692"
2956,9/12/1981,Taps,"$15,470,000","$39,637,074","$39,648,906"
2957,2/24/2012,Tyler Perry's Good Deeds,"$15,470,000","$39,331,001","$38,730,819"
2958,1/18/1991,White Fang,"$15,470,000","$38,391,274","$38,402,734"
2959,12/21/1988,Dangerous Liaisons,"$15,470,000","$38,359,115","$38,370,566"
2960,8/10/1999,Superstar,"$15,470,000","$33,858,807","$33,868,915"
2961,1/13/2012,The Iron Lady,"$15,470,000","$127,781,291","$33,128,545"
2962,7/23/1993,Poetic Justice,"$15,470,000","$30,345,103","$30,354,162"
2963,4/10/2002,Jonah: A VeggieTales Movie,"$15,470,000","$28,309,225","$28,276,289"
2964,8/3/2002,All About the Benjamins,"$15,470,000","$28,601,468","$28,178,515"
2965,6/17/1977,Exorcist II: The Heretic,"$15,470,000","$27,648,410","$27,656,664"
2966,12/3/2010,Our Family Wedding,"$15,470,000","$23,668,288","$22,397,885"
2967,10/27/1995,Vampire in Brooklyn,"$15,470,000","$21,707,884","$21,714,364"
2968,5/5/2006,An American Haunting,"$15,470,000","$33,653,521","$18,022,053"
2969,8/22/2003,My Boss's Daughter,"$15,470,000","$17,189,418","$17,194,549"
2970,7/8/2009,A Perfect Getaway,"$15,470,000","$25,221,350","$17,156,685"
2971,10/25/1996,Thinner,"$15,470,000","$16,771,307","$16,776,314"
2972,8/21/1998,Dead Man on Campus,"$15,470,000","$16,653,547","$16,658,518"
2973,5/14/1999,Tea with Mussolini,"$15,470,000","$15,913,919","$15,918,670"
2974,6/22/1977,"New York, New York","$15,470,000","$15,255,210","$15,259,764"
2975,4/26/2002,Jason X,"$15,470,000","$18,739,365","$14,509,553"
2976,5/13/1994,Crooklyn,"$15,470,000","$14,397,569","$14,401,867"
2977,3/16/2007,I Think I Love My Wife,"$15,470,000","$14,597,922","$13,888,344"
2978,2/20/2015,Hot Tub Time Machine 2,"$15,470,000","$13,765,728","$13,617,295"
2979,11/17/2006,Bobby,"$15,470,000","$22,769,845","$12,432,064"
2980,2/2/2001,Head Over Heels,"$15,470,000","$11,493,767","$11,497,198"
2981,10/26/2012,Fun Size ,"$15,470,000","$12,344,135","$10,404,879"
2982,4/23/1999,Lost and Found,"$15,470,000","$7,243,190","$7,245,353"
2983,11/30/2007,Le Scaphandre et le Papillon,"$15,470,000","$25,153,931","$6,623,705"
2984,6/10/2006,Little Children,"$15,470,000","$15,610,255","$6,040,897"
2985,4/21/2000,Gossip,"$15,470,000","$13,919,019","$5,649,231"
2986,3/26/1999,A Walk on the Moon,"$15,470,000","$5,242,030","$5,243,594"
2987,10/23/2015,Suffragette,"$15,470,000","$37,634,945","$5,199,842"
2988,10/27/2006,Catch a Fire,"$15,470,000","$6,391,931","$4,754,603"
2989,12/19/2014,Mr. Turner,"$15,470,000","$27,842,998","$4,377,281"
2990,7/9/2001,Soul Survivors,"$15,470,000","$4,740,442","$3,428,637"
2991,5/22/2009,Easy Virtue,"$15,470,000","$22,703,446","$2,937,819"
2992,3/31/1995,Jefferson in Paris,"$15,470,000","$2,721,207","$2,722,019"
2993,6/8/2010,Flipped,"$15,470,000","$4,562,876","$1,940,878"
2994,1/1/1978,Caravans,"$15,470,000","$1,105,450","$1,105,780"
2995,6/25/2010,Les herbes folles,"$15,470,000","$2,104,724","$446,682"
2996,1/24/2003,Amen,"$15,470,000","$303,224","$303,314"
2997,9/26/2008,The Lucky Ones,"$15,470,000","$295,119","$295,207"
2998,9/30/2011,Margaret,"$15,470,000","$689,018","$52,176"
2999,1/11/2016,Reign of Assassins,"$15,470,000","$12,551,534",$0
3000,10/27/2009,Stan Helsing: A Parody,"$15,470,000","$1,717,378",$0
3001,9/12/2005,Brokeback Mountain,"$15,359,500","$195,678,107","$91,828,130"
3002,1/7/1995,Clueless,"$15,138,500","$62,566,785","$62,585,463"
3003,12/31/2008,Ca$h,"$15,138,500","$12,976,055",$0
3004,3/30/1990,Teenage Mutant Ninja Turtles,"$14,917,500","$223,300,900","$149,574,343"
3005,5/10/1956,The Ten Commandments,"$14,917,500","$88,436,000","$88,462,400"
3006,8/11/2002,Far From Heaven,"$14,917,500","$32,088,908","$17,583,947"
3007,12/10/2012,Seven Psychopaths,"$14,917,500","$36,519,354","$16,613,293"
3008,11/22/2000,Quills,"$14,917,500","$12,969,237","$7,807,775"
3009,1/29/1982,The Border,"$14,917,500","$6,763,898","$6,765,917"
3010,2/18/2005,Der Untergang,"$14,917,500","$103,505,211","$6,083,935"
3011,2/3/2001,The Caveman's Valentine,"$14,917,500","$986,621","$759,760"
3012,1/4/2011,The Last Godfather,"$14,807,000","$181,567","$181,621"
3013,4/4/2014,Under the Skin,"$14,696,500","$7,992,329","$2,890,786"
3014,12/17/2004,Mar adentro,"$14,696,500","$43,871,270","$2,307,039"
3015,12/9/2014,No Good Deed,"$14,586,000","$60,051,592","$58,101,697"
3016,12/23/1987,Good Morning Vietnam,"$14,365,000","$136,989,984","$137,030,878"
3017,3/12/2010,Black Swan,"$14,365,000","$366,198,785","$118,268,344"
3018,12/1/2001,Save the Last Dance,"$14,365,000","$135,134,993","$100,668,305"
3019,11/2/2011,Justin Bieber: Never Say Never,"$14,365,000","$109,477,273","$80,737,321"
3020,3/16/2016,Miracles from Heaven,"$14,365,000","$81,580,795","$68,232,291"
3021,11/2/2000,Snow Day,"$14,365,000","$69,038,588","$66,355,981"
3022,1/23/2004,The Butterfly Effect,"$14,365,000","$105,723,682","$64,051,952"
3023,11/12/1974,The Godfather: Part II,"$14,365,000","$63,342,285","$63,361,194"
3024,6/24/2016,The Shallows,"$14,365,000","$131,424,767","$60,952,388"
3025,7/17/1987,RoboCop,"$14,365,000","$59,058,314","$59,075,944"
3026,8/19/1988,A Nightmare on Elm Street 4: The Dream Master,"$14,365,000","$54,575,955","$54,592,247"
3027,11/21/2007,This Christmas,"$14,365,000","$54,977,947","$54,318,052"
3028,2/14/2014,About Last Night,"$14,365,000","$55,765,376","$53,782,578"
3029,12/15/2000,"Dude, Where's My Car?","$14,365,000","$80,897,159","$51,672,407"
3030,12/8/1988,Young Guns,"$14,365,000","$49,443,069","$49,457,828"
3031,10/10/2014,St. Vincent,"$14,365,000","$60,619,820","$48,806,599"
3032,2/7/2014,Earth to Echo,"$14,365,000","$46,621,851","$43,053,370"
3033,3/31/1999,Ten Things I Hate About You,"$14,365,000","$66,784,684","$42,216,431"
3034,10/5/2002,The New Guy,"$14,365,000","$32,027,304","$32,036,865"
3035,5/2/1993,Loaded Weapon 1,"$14,365,000","$30,929,827","$30,939,060"
3036,12/3/1999,Baby Geniuses,"$14,365,000","$30,014,615","$30,023,575"
